EEG(uV),delta,theta,alpha,beta
-2.53906,-3.50462,0.75283,-1.76922,3.69734
-3.11279,-4.08026,0.487875,-1.138,0.852699
-0.769043,-4.64162,0.229177,-0.276931,-2.30661
1.83105,-5.18739,-0.00240866,0.627328,-4.12135
1.75171,-5.71576,-0.189455,1.4168,-3.71535
-1.61133,-6.22416,-0.317381,1.98671,-1.78747
-4.49829,-6.70991,-0.37904,2.26693,-0.11404
-5.25513,-7.17146,-0.380141,2.20515,0.0619537
-3.02734,-7.60916,-0.338893,1.78555,-0.796686
-0.299072,-8.02487,-0.278378,1.0675,-1.06913
1.53809,-8.42067,-0.216602,0.199131,0.294217
0.762939,-8.79773,-0.160902,-0.620727,2.62662
-1.47705,-9.15598,-0.10975,-1.2165,4.07626
-3.10669,-9.49475,-0.0595542,-1.50127,3.25925
-3.25317,-9.81374,-0.0107308,-1.49377,0.519145
-2.89307,-10.1135,0.0311026,-1.28287,-2.31543
-3.79028,-10.3954,0.0580458,-0.97299,-3.44746
-5.7312,-10.6614,0.0629053,-0.648995,-2.52497
-8.30078,-10.9138,0.0396208,-0.370724,-0.70442
-9.35669,-11.1561,-0.0178141,-0.178922,0.557866
-8.45337,-11.3927,-0.114895,-0.091482,0.761885
-4.3335,-11.6282,-0.252663,-0.0868676,0.577172
0.427246,-11.8664,-0.421268,-0.0907817,0.988599
4.11377,-12.1081,-0.594998,0.0112412,2.21857
5.78613,-12.35,-0.733374,0.326032,3.36226
6.91528,-12.5844,-0.78948,0.89033,3.09779
8.17871,-12.8002,-0.721801,1.63361,0.907196
9.05762,-12.9839,-0.504178,2.39097,-2.32058
8.81348,-13.1215,-0.131313,2.95491,-4.91593
7.55615,-13.1992,0.379499,3.13519,-5.6866
6.48193,-13.2053,0.989287,2.80525,-4.62527
6.80542,-13.1311,1.64138,1.93279,-2.55485
7.72095,-12.9717,2.26917,0.596762,-0.296092
8.57544,-12.7258,2.80636,-1.01665,1.74239
7.69043,-12.3953,3.19625,-2.64945,3.33637
4.82788,-11.985,3.39657,-4.03577,4.11707
2.19116,-11.5027,3.37952,-4.97117,3.68333
1.3916,-10.9595,3.12982,-5.35357,2.11357
1.81274,-10.3699,2.64508,-5.17752,0.248916
2.96631,-9.75057,1.93905,-4.49785,-0.790901
3.60107,-9.11921,1.04484,-3.39636,-0.519208
3.8269,-8.49293,0.0145803,-1.97134,0.501752
3.75977,-7.88733,-1.08516,-0.343973,1.1652
3.57666,-7.31589,-2.18093,1.33621,0.746799
3.49731,-6.78981,-3.20041,2.8998,-0.5786
3.03345,-6.3179,-4.07914,4.17952,-1.98967
2.22778,-5.90667,-4.7657,5.03655,-2.70489
1.42212,-5.5605,-5.22509,5.38166,-2.4885
2.57568,-5.28187,-5.44009,5.18945,-1.61434
4.22363,-5.07137,-5.40958,4.50785,-0.461199
5.34668,-4.92731,-5.14439,3.45716,0.729161
4.99878,-4.84548,-4.66358,2.20643,1.70541
4.1748,-4.81926,-3.99353,0.929334,2.07261
3.52783,-4.84031,-3.16891,-0.238289,1.55109
3.54614,-4.89938,-2.23291,-1.2166,0.364842
4.76685,-4.98693,-1.2348,-1.9722,-0.769831
7.27539,-5.09327,-0.224716,-2.49377,-1.12275
8.69751,-5.20831,0.752444,-2.77152,-0.487053
7.17773,-5.32135,1.6609,-2.79751,0.599008
4.12598,-5.42153,2.47277,-2.58993,1.1299
1.50757,-5.499,3.16289,-2.21756,0.397262
0.170898,-5.54635,3.70484,-1.79268,-1.27552
-0.305176,-5.5594,4.07193,-1.42848,-2.62692
-0.787354,-5.53713,4.2425,-1.19022,-2.47099
-1.37939,-5.48113,4.20576,-1.0726,-0.712616
-3.15552,-5.39495,3.96512,-1.01303,1.57521
-4.89502,-5.28366,3.53775,-0.928079,3.00401
-4.98047,-5.15352,2.95196,-0.749365,2.88829
-3.52173,-5.0116,2.245,-0.438608,1.67294
-1.51367,-4.86484,1.46265,0.0185161,0.468709
-1.61743,-4.71894,0.658822,0.619144,0.0536607
-2.70996,-4.57762,-0.108274,1.33333,0.213257
-4.5166,-4.44265,-0.783826,2.0858,0.0689807
-5.896,-4.31454,-1.32487,2.75449,-0.926688
-5.26733,-4.19317,-1.70535,3.19926,-2.34802
-3.1189,-4.07808,-1.91575,3.31173,-3.09908
-0.476074,-3.96792,-1.95805,3.06041,-2.34232
0.964355,-3.85981,-1.8399,2.50384,-0.27276
-0.12207,-3.74876,-1.57192,1.76074,1.88715
-2.4353,-3.62817,-1.17005,0.953383,2.70574
-5.5603,-3.49103,-0.660533,0.158252,1.5905
-6.43311,-3.33139,-0.0832413,-0.606201,-0.715161
-5.50537,-3.14538,0.510786,-1.3492,-2.5798
-4.35791,-2.93125,1.0676,-2.0589,-2.60746
-3.66821,-2.68862,1.54036,-2.67412,-0.677333
-4.71191,-2.41778,1.89583,-3.0985,1.92151
-6.64673,-2.11943,2.1153,-3.2451,3.43337
-9.30786,-1.79505,2.19111,-3.08055,2.90183
-11.0291,-1.44743,2.12217,-2.64232,0.778803
-10.8154,-1.08115,1.91181,-2.02007,-1.47952
-8.3252,-0.702221,1.56946,-1.31223,-2.41439
-6.73828,-0.317104,1.115,-0.583682,-1.48663
-7.36694,0.0685867,0.581433,0.145029,0.557314
-9.80225,0.450686,0.011573,0.868028,2.12829
-12.1887,0.826138,-0.550501,1.55145,1.92845
-12.8723,1.19215,-1.06819,2.11834,0.00824178
-14.1968,1.5456,-1.51651,2.47465,-2.22447
-14.8254,1.8829,-1.88145,2.55211,-3.16632
-14.4043,2.20028,-2.15713,2.33773,-2.26504
-12.9517,2.4942,-2.34207,1.88186,-0.209399
-12.439,2.76212,-2.43539,1.28798,1.81336
-14.4104,3.00301,-2.43518,0.682125,2.84916
-15.6738,3.21733,-2.34052,0.168013,2.48111
-14.325,3.40655,-2.15522,-0.204224,0.985197
-11.7188,3.57294,-1.88817,-0.430869,-0.658096
-10.4248,3.7199,-1.5498,-0.523476,-1.34545
-11.2793,3.8525,-1.14908,-0.493288,-0.819121
-12.9517,3.97728,-0.695037,-0.365284,0.0447173
-14.7156,4.10129,-0.201381,-0.197076,0.11404
-15.1855,4.23104,0.31008,-0.0735123,-0.849445
-14.5996,4.37168,0.810334,-0.0738038,-1.96142
-12.7991,4.527,1.26826,-0.231776,-2.05338
-11.6272,4.69984,1.65732,-0.514708,-0.718287
-11.908,4.89273,1.96019,-0.835581,1.3179
-12.6709,5.10805,2.16923,-1.09352,2.72968
-11.9934,5.3478,2.28362,-1.21633,2.61672
-9.93652,5.61336,2.30691,-1.17699,1.22787
-8.5083,5.9056,2.24716,-0.981889,-0.289031
-8.30688,6.22527,2.11765,-0.655089,-0.947941
-8.97827,6.5731,1.93532,-0.237404,-0.74922
-8.99048,6.94943,1.7168,0.20778,-0.44191
-7.50732,7.35379,1.47526,0.602053,-0.578719
-5.84717,7.78479,1.22019,0.877435,-0.944684
-5.5542,8.24037,0.959435,1.00094,-0.937558
-6.67114,8.71803,0.700184,0.976425,-0.377369
-7.87354,9.21463,0.447237,0.825006,0.245042
-7.51343,9.72585,0.200648,0.567614,0.362888
-7.36694,10.246,-0.0441788,0.226993,0.0144813
-7.75146,10.768,-0.293792,-0.160311,-0.239379
-6.97021,11.2842,-0.553681,-0.541203,0.00895665
-4.3335,11.7861,-0.825774,-0.852801,0.662574
-1.61133,12.266,-1.10557,-1.02844,1.38122
-1.79443,12.7171,-1.38016,-1.00835,1.83962
-3.95508,13.1346,-1.63055,-0.767355,1.66491
-4.46777,13.5146,-1.83849,-0.345571,0.54927
-2.61841,13.854,-1.99256,0.153891,-1.21923
-0.152588,14.1496,-2.08841,0.611022,-2.57366
0.701904,14.3991,-2.12471,0.942013,-2.48358
0.152588,14.6012,-2.10018,1.11687,-1.02883
-2.12402,14.7559,-2.01505,1.13814,0.559828
-3.63159,14.8635,-1.87521,1.01087,1.01663
-3.93677,14.9237,-1.69484,0.733715,0.179197
-2.88696,14.9353,-1.49471,0.317107,-0.921151
-2.82593,14.8964,-1.29668,-0.192553,-1.0561
-4.91333,14.8048,-1.1186,-0.711607,0.0420327
-6.32324,14.6586,-0.972932,-1.14774,1.45003
-5.02319,14.4554,-0.867712,-1.43167,2.02238
-2.03857,14.193,-0.805669,-1.52185,1.56774
-0.683594,13.8705,-0.780601,-1.3897,0.888276
-3.15552,13.4883,-0.775917,-1.02103,0.641703
-6.63452,13.0492,-0.769735,-0.446804,0.477252
-9.17969,12.5564,-0.744284,0.230428,-0.417922
-8.19092,12.0128,-0.692283,0.856157,-2.03501
-5.54199,11.4206,-0.615347,1.28971,-3.16593
-3.69263,10.782,-0.516444,1.47024,-2.51149
-4.22363,10.1005,-0.393405,1.43258,-0.134733
-5.95703,9.3816,-0.238851,1.26458,2.33496
-7.04346,8.63177,-0.0455528,1.0453,3.07203
-7.07397,7.8581,0.188116,0.811621,1.66781
-6.01196,7.06759,0.456794,0.567085,-0.584997
-3.76587,6.2672,0.750908,0.311948,-1.89801
-0.482178,5.46436,1.06136,0.0674992,-1.42042
3.08228,4.66771,1.38376,-0.119079,0.310333
5.81055,3.88776,1.72034,-0.190461,1.98208
7.93457,3.13711,2.07838,-0.108401,2.46362
7.37915,2.43005,2.46525,0.11701,1.41528
3.83301,1.78132,2.88107,0.409913,-0.718257
-0.830078,1.20414,3.31051,0.630873,-3.11835
-3.62549,0.707802,3.7176,0.609055,-4.90683
-2.6062,0.296128,4.04821,0.209054,-5.21365
0.939941,-0.0326553,4.24218,-0.589331,-3.38699
3.60718,-0.284367,4.25047,-1.64643,0.418226
3.67432,-0.466812,4.04846,-2.69417,4.77251
1.77612,-0.588418,3.63876,-3.43744,7.43911
0.378418,-0.658028,3.04458,-3.66821,6.8235
1.12305,-0.685277,2.30049,-3.32748,3.28461
2.56958,-0.680641,1.44674,-2.49239,-0.982204
2.81982,-0.654884,0.527928,-1.31985,-3.57736
2.47803,-0.618351,-0.408045,0.0053938,-3.65269
2.4353,-0.580589,-1.31334,1.29949,-2.20861
3.22876,-0.550243,-2.14433,2.39844,-0.83675
3.79028,-0.534918,-2.86431,3.17914,-0.334209
3.42407,-0.540968,-3.44464,3.57542,-0.445787
3.68652,-0.573395,-3.86581,3.57885,-0.566456
4.60815,-0.635893,-4.11819,3.22886,-0.375899
4.70581,-0.73085,-4.20169,2.60204,0.0875807
3.41797,-0.859377,-4.12463,1.79813,0.579647
0.939941,-1.02163,-3.90384,0.917119,0.763809
-1.07422,-1.2175,-3.56559,0.0366793,0.418484
-2.56348,-1.44739,-3.14535,-0.793674,-0.28848
-3.02734,-1.7126,-2.68428,-1.53836,-0.800725
-2.53296,-2.01515,-2.22316,-2.15492,-0.579015
-0.012207,-2.35713,-1.79518,-2.58174,0.459659
3.68652,-2.73955,-1.41941,-2.74004,1.88668
7.66602,-3.16097,-1.09623,-2.55023,3.04731
8.91724,-3.61642,-0.807248,-1.96335,3.3405
6.73218,-4.09705,-0.521697,-1.00393,2.3395
2.70996,-4.59135,-0.20904,0.193796,-0.0567283
0.891113,-5.08716,0.147421,1.38955,-3.28575
2.948,-5.57371,0.54385,2.30307,-5.92845
5.76172,-6.04221,0.960202,2.72102,-6.2815
6.14624,-6.4853,1.37105,2.57944,-3.68819
3.33862,-6.89638,1.75357,1.96588,0.526017
0.0732422,-7.26978,2.08778,1.05013,3.76825
-1.16577,-7.60186,2.35262,0.00615191,4.22172
-0.20752,-7.8917,2.52501,-1.02104,2.32895
0.952148,-8.14097,2.5848,-1.90505,0.232385
1.58081,-8.35291,2.52184,-2.52507,-0.255217
2.50854,-8.53131,2.34014,-2.77822,0.875545
3.89404,-8.67969,2.05773,-2.60788,2.20047
4.20532,-8.80085,1.70366,-2.02477,2.36232
1.7334,-8.89663,1.31302,-1.11371,1.06246
-0.872803,-8.96839,0.919559,-0.0302136,-1.08812
-1.28784,-9.01792,0.548441,1.02166,-3.13627
0.866699,-9.04794,0.21369,1.84238,-4.11288
3.17383,-9.06179,-0.0777569,2.30415,-3.35081
3.32642,-9.06242,-0.319686,2.3886,-1.03269
1.23901,-9.05172,-0.504166,2.16697,1.57935
-1.15967,-9.03065,-0.624993,1.74113,2.85675
-2.11792,-9.0002,-0.683126,1.19356,2.08811
-1.66016,-8.962,-0.688648,0.57845,0.128236
-1.28174,-8.91839,-0.657551,-0.0557612,-1.32224
-1.9104,-8.87201,-0.606404,-0.646856,-1.18623
-2.0752,-8.8253,-0.548753,-1.12391,0.170072
-1.22681,-8.7803,-0.493944,-1.42676,1.49466
0.0671387,-8.73841,-0.446498,-1.51887,1.87317
-0.78125,-8.70001,-0.405571,-1.39109,1.31406
-4.11377,-8.6645,-0.366627,-1.06929,0.29976
-7.58057,-8.6309,-0.326496,-0.627068,-0.857719
-7.75146,-8.59894,-0.288509,-0.180146,-1.97872
-3.49121,-8.56951,-0.261926,0.157992,-2.53521
1.78833,-8.54376,-0.253765,0.341101,-1.71688
3.21045,-8.52123,-0.258943,0.421546,0.628583
0.43335,-8.49861,-0.258201,0.50787,3.19478
-3.54614,-8.47019,-0.227293,0.673323,3.86377
-4.66309,-8.42965,-0.150584,0.891715,1.61857
-2.97852,-8.37176,-0.028363,1.05537,-2.17086
-0.585938,-8.29282,0.12647,1.05533,-4.66089
1.02539,-8.1899,0.297496,0.854077,-3.95862
1.36719,-8.06008,0.471935,0.50008,-0.714879
0.439453,-7.90005,0.642082,0.0887959,2.56834
-1.09253,-7.7065,0.802221,-0.291955,3.66244
-3.03955,-7.47698,0.944333,-0.597824,2.19078
-3.79028,-7.21064,1.05557,-0.831425,-0.440477
-3.20435,-6.90875,1.11927,-1.0184,-2.30905
-1.45264,-6.57443,1.11951,-1.17274,-2.2813
-0.390625,-6.2119,1.04704,-1.2739,-0.56818
-0.799561,-5.82559,0.903079,-1.27293,1.57535
-1.62354,-5.41971,0.698462,-1.12455,2.71073
-2.03247,-4.99829,0.449444,-0.820494,2.15471
-1.2207,-4.56547,0.173545,-0.398692,0.41019
-0.457764,-4.1254,-0.112135,0.0750405,-1.26733
-0.567627,-3.68206,-0.390843,0.533109,-1.86558
-1.15356,-3.23897,-0.646611,0.91999,-1.34205
-1.42212,-2.79928,-0.866076,1.19269,-0.457434
-1.9165,-2.36598,-1.04033,1.32023,0.0331616
-2.47192,-1.94203,-1.16569,1.28783,-0.0272521
-3.78418,-1.5305,-1.24347,1.10076,-0.29536
-4.79126,-1.13471,-1.27957,0.782987,-0.39746
-5.7251,-0.758382,-1.28367,0.373088,-0.219507
-5.51758,-0.405622,-1.26747,-0.0783301,0.151869
-3.72314,-0.0806089,-1.2417,-0.508153,0.623905
-0.585938,0.213135,-1.21184,-0.840033,1.18465
1.76392,0.473789,-1.17426,-0.990948,1.788
1.0498,0.702085,-1.11548,-0.895133,2.13257
-2.36206,0.901269,-1.01746,-0.544607,1.64218
-5.82886,1.07591,-0.867426,-0.0221118,-0.0826582
-6.39038,1.23023,-0.666455,0.509172,-2.58724
-3.87573,1.36702,-0.430235,0.870824,-4.43167
-0.57373,1.48795,-0.181142,0.955303,-4.09642
0.714111,1.59476,0.0624867,0.774583,-1.34864
-0.439453,1.69029,0.292043,0.437515,2.2323
-2.00806,1.77854,0.506344,0.0768548,4.29605
-1.62964,1.86393,0.705313,-0.216882,3.58318
0.0244141,1.9505,0.886146,-0.412404,0.944116
0.714111,2.04188,1.04431,-0.51311,-1.48105
-0.469971,2.1414,1.17599,-0.531635,-2.16184
-3.34473,2.25201,1.27782,-0.488962,-1.32539
-4.36401,2.37552,1.34385,-0.425037,-0.343034
-3.57056,2.512,1.36409,-0.391474,-0.155204
-1.87988,2.65975,1.32759,-0.420245,-0.429985
-1.26343,2.81609,1.22836,-0.496223,-0.232735
-1.7334,2.97816,1.0692,-0.56254,0.726012
-1.59302,3.14334,0.86107,-0.554941,1.72997
-1.58691,3.3093,0.619807,-0.435612,1.87224
-1.9043,3.47391,0.362914,-0.206011,0.977288
-2.92358,3.63514,0.107078,0.0975821,-0.353601
-2.96631,3.79096,-0.133937,0.416034,-1.36758
-1.23291,3.93917,-0.350111,0.686311,-1.63954
1.26953,4.07781,-0.533487,0.866776,-1.11107
2.47803,4.20579,-0.675111,0.95462,-0.0272136
2.15454,4.32341,-0.763965,0.977666,1.03954
0.439453,4.43234,-0.789958,0.963191,1.36108
-1.0376,4.53482,-0.749354,0.908819,0.563192
-0.817871,4.63271,-0.64867,0.780452,-0.93551
1.17798,4.727,-0.503789,0.541385,-2.06424
3.35083,4.81804,-0.334391,0.191429,-1.85445
3.69873,4.90625,-0.157492,-0.216296,-0.27116
2.49023,4.99261,0.0153314,-0.59753,1.61461
1.69067,5.07838,0.175899,-0.881108,2.41275
3.125,5.16459,0.316135,-1.03783,1.59646
5.78003,5.25179,0.427933,-1.07262,-0.00907799
6.71387,5.34045,0.506379,-0.997243,-1.00736
3.96729,5.43136,0.551732,-0.820932,-0.804042
-1.09253,5.52524,0.565903,-0.572695,-0.174517
-4.47998,5.62137,0.545148,-0.32622,-0.348875
-4.02832,5.71628,0.476031,-0.184468,-1.50964
-1.12305,5.8036,0.340203,-0.218318,-2.36151
1.15356,5.8754,0.125737,-0.405915,-1.3991
2.03247,5.92409,-0.163168,-0.627751,1.38329
1.75781,5.94385,-0.504373,-0.72554,4.19845
2.20947,5.93101,-0.863411,-0.5813,4.96609
2.41089,5.88393,-1.20158,-0.166282,3.09376
2.44751,5.80273,-1.48268,0.45671,-0.161312
2.03857,5.68893,-1.67762,1.16166,-2.88279
1.77612,5.54511,-1.76748,1.79775,-3.91716
2.33154,5.37451,-1.74484,2.22758,-3.3351
4.01001,5.18078,-1.61275,2.36094,-1.90481
5.64575,4.96816,-1.38152,2.17735,-0.359884
5.57251,4.74167,-1.06514,1.72642,0.871032
2.92358,4.50707,-0.680341,1.09984,1.48987
-0.720215,4.27004,-0.249148,0.386786,1.22417
-2.75269,4.03488,0.197533,-0.357409,0.111864
-1.5686,3.80354,0.620446,-1.10421,-1.1504
1.5686,3.57564,0.979271,-1.81182,-1.43032
3.50952,3.34974,1.24369,-2.39096,-0.0725007
2.45972,3.12471,1.40104,-2.71675,2.26135
-0.55542,2.90034,1.45538,-2.68826,3.81505
-2.00195,2.67681,1.41962,-2.29123,3.12695
-1.35498,2.45381,1.30789,-1.61178,0.424664
-1.31226,2.23029,1.1334,-0.792901,-2.42451
-4.96216,2.00461,0.909713,0.0216273,-3.56414
-10.083,1.77453,0.649676,0.710485,-2.79011
-12.7869,1.53641,0.361112,1.17212,-1.41591
-10.5896,1.28464,0.0452662,1.33827,-0.567372
-5.7312,1.01237,-0.296849,1.21721,0.0374654
-2.97852,0.713546,-0.653368,0.924876,1.38281
-3.9978,0.38509,-0.995375,0.651581,3.44541
-6.98853,0.0276384,-1.28208,0.56725,4.66387
-8.38623,-0.355285,-1.47396,0.730703,3.41067
-5.85327,-0.758588,-1.54394,1.0712,-0.0889339
-2.39258,-1.17614,-1.47953,1.44976,-3.56584
-1.47705,-1.60032,-1.27801,1.74162,-4.64002
-3.49731,-2.02167,-0.942793,1.8731,-2.99696
-6.70166,-2.42943,-0.485859,1.80301,-0.563906
-7.80029,-2.81315,0.0669587,1.49464,0.474251
-6.43921,-3.16398,0.674971,0.922787,-0.264692
-3.57666,-3.47507,1.28916,0.112998,-1.24488
-1.97754,-3.74091,1.86294,-0.829113,-0.771205
-2.32544,-3.95647,2.3603,-1.7354,1.25015
-4.1687,-4.11705,2.75728,-2.43601,3.23229
-5.31616,-4.21878,3.03806,-2.82358,3.4462
-5.46265,-4.25948,3.19068,-2.87969,1.61928
-5.46875,-4.23912,3.20612,-2.65551,-0.88603
-6.20728,-4.15977,3.0802,-2.23283,-2.35309
-6.56128,-4.02537,2.81535,-1.69445,-2.11627
-5.81055,-3.84145,2.42138,-1.11008,-0.803074
-3.52173,-3.61463,1.91611,-0.527389,0.540014
-1.74561,-3.35182,1.32653,0.0347213,1.32996
-2.00806,-3.05939,0.688656,0.579685,1.52221
-4.26636,-2.74275,0.043411,1.10699,1.1485
-6.51855,-2.4069,-0.571233,1.58163,0.137695
-7.75146,-2.05726,-1.12773,1.92799,-1.32916
-8.09326,-1.70037,-1.61188,2.05954,-2.54407
-8.43506,-1.34389,-2.02042,1.92421,-2.65676
-9.27734,-0.996195,-2.35638,1.53338,-1.426
-9.30176,-0.665854,-2.62496,0.959991,0.491275
-8.3313,-0.361119,-2.83081,0.315983,2.06804
-7.44629,-0.0893036,-2.97566,-0.273651,2.69228
-8.56323,0.143828,-3.05707,-0.697326,2.39731
-11.9568,0.334243,-3.07019,-0.888337,1.46157
-14.801,0.479097,-3.01298,-0.8523,0.0698482
-15.7776,0.575833,-2.89098,-0.666067,-1.49178
-15.155,0.621716,-2.7173,-0.43708,-2.54668
-15.0024,0.614162,-2.5076,-0.24776,-2.35013
-14.9475,0.551505,-2.27415,-0.124113,-0.846938
-14.2639,0.433658,-2.02271,-0.0424091,1.08479
-12.6648,0.262562,-1.75224,0.0445267,2.31486
-11.7798,0.0425209,-1.45575,0.182811,2.33242
-11.7859,-0.219633,-1.12234,0.398399,1.4099
-12.2009,-0.514775,-0.741074,0.681298,0.11919
-12.5671,-0.832149,-0.305679,0.980112,-1.09077
-12.146,-1.16017,0.18198,1.21539,-1.92903
-10.9131,-1.48706,0.711435,1.30887,-2.16369
-10.4065,-1.80115,1.26577,1.21396,-1.68133
-11.7798,-2.0911,1.82424,0.928714,-0.692218
-14.6118,-2.34647,2.3628,0.483634,0.218781
-17.2729,-2.55867,2.85264,-0.0823724,0.45657
-18.5669,-2.72207,3.25969,-0.733132,-0.0224571
-19.2139,-2.83449,3.54773,-1.42398,-0.563097
-19.9524,-2.89709,3.68484,-2.08414,-0.373227
-20.2087,-2.91371,3.64978,-2.61526,0.714012
-20.0378,-2.8901,3.43622,-2.91066,2.07919
-19.2871,-2.83304,3.05443,-2.88237,2.87983
-18.5547,-2.74949,2.53078,-2.48418,2.69735
-17.3279,-2.6458,1.90537,-1.7256,1.70677
-16.1438,-2.52704,1.228,-0.67505,0.405575
-16.2415,-2.39662,0.552797,0.547469,-0.762792
-17.5293,-2.25628,-0.0682918,1.7834,-1.64501
-18.1091,-2.10655,-0.592637,2.85365,-2.32136
-17.3401,-1.9474,-0.99211,3.58868,-2.77942
-15.7654,-1.77861,-1.2538,3.87077,-2.70984
-15.2222,-1.5996,-1.37696,3.66844,-1.79677
-16.8274,-1.40931,-1.36982,3.03874,-0.250102
-19.3848,-1.20649,-1.24908,2.09445,1.10445
-21.1548,-0.990534,-1.04141,0.9613,1.46001
-20.4834,-0.76229,-0.782913,-0.243111,0.827542
-18.2495,-0.524129,-0.513707,-1.40111,0.127418
-15.8997,-0.279178,-0.269077,-2.37976,0.35812
-14.7705,-0.0301641,-0.071829,-3.0385,1.59687
-14.2151,0.221411,0.0700923,-3.26615,2.83434
-13.8611,0.475457,0.160617,-3.02448,2.85115
-13.2874,0.73301,0.210218,-2.36868,1.30004
-12.8906,0.995811,0.231169,-1.43384,-1.01711
-12.2681,1.26592,0.234483,-0.398164,-2.83581
-10.9131,1.54545,0.228498,0.560297,-3.34155
-9.50928,1.83642,0.21895,1.30139,-2.55377
-8.94775,2.14081,0.209811,1.74557,-1.10599
-9.59473,2.46045,0.203391,1.87446,0.196988
-10.0891,2.79663,0.198969,1.71361,0.784618
-9.3689,3.14965,0.191399,1.3142,0.61425
-7.73926,3.51849,0.171996,0.747674,0.192589
-7.08618,3.90104,0.131827,0.107262,0.15968
-8.22144,4.29446,0.0646284,-0.502102,0.668986
-8.53882,4.69514,-0.0330953,-0.990331,1.20601
-7.27539,5.09861,-0.163408,-1.30429,1.1696
-4.94995,5.49958,-0.326402,-1.42531,0.592453
-4.15649,5.89254,-0.51756,-1.35199,0.0787224
-6.14624,6.27233,-0.72666,-1.09594,0.0038836
-8.41064,6.63403,-0.941101,-0.698297,0.0139301
-9.17358,6.97234,-1.15149,-0.241576,-0.471431
-8.45337,7.28097,-1.35428,0.170603,-1.36566
-7.06787,7.55289,-1.54931,0.457993,-1.82543
-5.23682,7.78105,-1.73456,0.598716,-1.12593
-2.30713,7.95951,-1.90186,0.633164,0.550816
1.11694,8.08444,-2.03491,0.641881,2.25829
2.57568,8.15492,-2.10989,0.711095,3.03772
1.36108,8.17323,-2.0999,0.892475,2.43638
-2.17896,8.1441,-1.98347,1.16586,0.5488
-5.32837,8.07305,-1.7546,1.42668,-2.05069
-6.01807,7.9645,-1.42858,1.5189,-4.32062
-3.302,7.82087,-1.03913,1.3095,-4.99839
0.378418,7.64298,-0.627254,0.767328,-3.29024
2.33765,7.43142,-0.227806,-0.00420154,0.344492
1.86768,7.18795,0.138287,-0.807431,4.0845
0.65918,6.91574,0.462928,-1.44026,5.76073
0.140381,6.61884,0.74426,-1.7773,4.41118
0.805664,6.30131,0.980862,-1.79773,1.05223
1.61133,5.96677,1.17018,-1.55993,-2.10273
2.48413,5.61847,1.31013,-1.15603,-3.3175
3.74146,5.2595,1.40122,-0.676307,-2.43697
4.74243,4.89306,1.44761,-0.192028,-0.6193
4.6814,4.5226,1.45689,0.246993,0.765948
3.05176,4.15166,1.43798,0.603907,1.00422
0.616455,3.78335,1.39742,0.841804,0.196864
-0.524902,3.4195,1.33566,0.919222,-1.01514
1.50146,3.06011,1.24665,0.806711,-1.77846
5.34058,2.70367,1.1229,0.520668,-1.36092
7.1167,2.34841,0.963422,0.145743,0.364479
5.62744,1.99351,0.778215,-0.187801,2.50948
3.00903,1.63932,0.584676,-0.369208,3.50213
2.67334,1.28655,0.3991,-0.365644,2.33279
4.69971,0.935396,0.230987,-0.224802,-0.338634
6.2561,0.585534,0.0842152,-0.025776,-2.55137
5.29785,0.236668,-0.0385846,0.170057,-2.78131
3.17383,-0.111165,-0.134647,0.327909,-1.30947
1.2146,-0.457996,-0.203961,0.419427,0.231259
-0.0671387,-0.804663,-0.252531,0.41098,0.55543
-0.0427246,-1.15324,-0.292263,0.276879,-0.176738
1.08643,-1.50688,-0.337048,0.0243616,-0.789248
3.06396,-1.86906,-0.396955,-0.290962,-0.325612
4.92554,-2.24254,-0.473177,-0.572218,1.13382
5.7312,-2.62845,-0.556095,-0.711567,2.60885
6.10962,-3.02577,-0.627512,-0.632228,3.00357
6.82373,-3.43144,-0.665895,-0.321643,1.90332
8.12378,-3.8407,-0.651758,0.162654,-0.135629
9.39941,-4.24747,-0.571005,0.715545,-1.99307
9.36279,-4.64463,-0.416411,1.21788,-2.79621
6.75659,-5.02452,-0.189152,1.5604,-2.51422
2.70386,-5.37998,0.098209,1.65092,-1.86537
-1.20239,-5.70583,0.418524,1.41703,-1.59527
-2.948,-6.00027,0.730241,0.822848,-1.72934
-2.46582,-6.26543,0.983771,-0.0979237,-1.50041
-0.67749,-6.50664,1.13313,-1.21413,-0.0866033
1.2146,-6.7309,1.14823,-2.30352,2.47523
2.48413,-6.94508,1.02272,-3.10408,5.05594
3.05176,-7.15455,0.774608,-3.3927,6.14459
2.99683,-7.3626,0.440644,-3.05682,4.92146
2.63672,-7.57038,0.0673892,-2.13037,1.82821
2.02637,-7.77733,-0.297994,-0.783595,-1.7501
1.43433,-7.98173,-0.615033,0.724385,-4.35573
2.03857,-8.18123,-0.854256,2.11211,-5.20195
4.04663,-8.37304,-0.997921,3.14352,-4.34099
6.26221,-8.55381,-1.03751,3.68009,-2.37092
7.87964,-8.71911,-0.970153,3.70053,-0.103136
7.55615,-8.86322,-0.796908,3.28046,1.6357
5.81055,-8.97945,-0.52448,2.54352,2.20996
3.22876,-9.06114,-0.169179,1.61014,1.4626
2.13623,-9.10297,0.240093,0.570236,-0.0900848
